iso3,rr_country_mix,rr_average_mix,percent_diff
CHN,1.40305033328448,1.23130613421656,13.9481315243506
RUS,1.06633343028095,1.12574370960215,-5.27742494267987
THA,1.23358923182702,1.15682404903371,6.63585640853746
ZWE,1.13311145890465,1.09346062674353,3.62617831784198
