iso3,acat,mixing,P.mid,P1.mid,P2.mid,LTBI.mid,LTBI1.mid,LTBI2.mid,P.lo,P1.lo,P2.lo,LTBI.lo,LTBI1.lo,LTBI2.lo,P.hi,P1.hi,P2.hi,LTBI.hi,LTBI1.hi,LTBI2.hi,inc.num.mid,inc.num0.mid,inc.num.lo,inc.num0.lo,inc.num.hi,inc.num0.hi,LTBI.fmt,inc.num0.fmt,inc.num.fmt,sex,notified,CDR0,CDR
COD,15-19,random,0.238239420033396,0.012136752161076,0.0242300756822447,2170436.16192154,110569.635264333,220743.621939089,0.208449708226602,0.012136752161076,0.0242300756822447,1899042.50360244,58842.4146567343,134339.375114727,0.278009789364138,0.012136752161076,0.0242300756822447,2532756.75419095,181871.34698085,345468.292009781,17133.1083495249,14442.5183251614,8785.99435280291,7402.59875585647,28402.4191195269,23908.7402379933, 2 170 000 ( 1 900 000 to  2 530 000),    14 400 (  7 400 to  23 900),     17 100 (  8 790 to  28 400),B,,,
COG,10-14,assortative,0.14609237911502,0.0112050140322476,0.0220674221307586,97062.7540373651,7444.53288792706,14661.4407917211,0.12723368309066,0.0112050140322476,0.0220674221307586,84533.1684096529,4763.2774641473,10703.7213546216,0.169812336487195,0.0112050140322476,0.0220674221307586,112822.127675737,10647.2741520066,20088.5499613236,935.342351525339,802.705981136671,559.254642600121,482.423163436817,1520.65198480744,1301.76168704138,    97 100 (    84 500 to    113 000),       803 (   482 to   1 300),        935 (   559 to   1 520),B,,,
COG,10-14,random,0.14609237911502,0.0112087308792484,0.0220740868170323,97062.7540373651,7447.00233505648,14665.8687626285,0.12723368309066,0.0112087308792484,0.0220740868170323,84533.1684096529,4738.38813033457,10651.4222294365,0.169812336487195,0.0112087308792484,0.0220740868170323,112822.127675737,10610.8846852192,20202.5784636916,935.700012867309,802.948395039993,555.763542725062,480.949009713226,1502.3915500309,1284.87681246322,    97 100 (    84 500 to    113 000),       803 (   481 to   1 280),        936 (   556 to   1 500),B,,,
COG,15-19,assortative,0.213434492449046,0.0127474886093641,0.0246845664710598,117986.587425833,7046.81170325647,13645.6283452019,0.189043967068065,0.0127474886093641,0.0246845664710598,104503.504995226,4463.5478228785,9941.5793675302,0.237420705029701,0.0127474886093641,0.0246845664710598,131246.165740418,10116.4125783581,18529.3572760423,1088.7030976951,925.261638147097,617.593008998102,521.7043291296,1795.45350426835,1505.85558699312,   118 000 (   105 000 to    131 000),       925 (   522 to   1 510),      1 090 (   618 to   1 800),B,,,
COG,15-19,random,0.207359420257605,0.0105895729627606,0.0208537904535382,114628.287518404,5853.91593381406,11527.9753627159,0.184480478673155,0.0105895729627606,0.0208537904535382,101980.80861052,3714.95971007585,8450.7003218464,0.231990624901946,0.0105895729627606,0.0208537904535382,128244.417445796,8393.0826135792,15688.619312672,932.110733822091,792.080492388749,537.933018505161,454.213858541073,1518.46120741121,1273.50016778758,   115 000 (   102 000 to    128 000),       792 (   454 to   1 270),        932 (   538 to   1 520),B,,,
ETH,10-14,assortative,0.111006945726089,0.00841007108774359,0.0164538892952554,1518070.49096457,115011.548707239,225014.422632247,0.0891538403853122,0.00841007108774359,0.0164538892952554,1219219.33226652,62374.3544384289,138614.03088227,0.133807003893965,0.00841007108774359,0.0164538892952554,1829871.66043675,194571.00217702,354115.205085262,15215.4248836424,12414.4812136821,7924.69964471053,6487.6312563014,26445.1472560583,21732.862459397, 1 520 000 ( 1 220 000 to  1 830 000),    12 400 (  6 490 to  21 700),     15 200 (  7 920 to  26 400),B,,,
ETH,10-14,random,0.111006945726089,0.00841103796725617,0.0164560258197928,1518070.49096457,115024.771224503,225043.640577415,0.0891538403853122,0.00841103796725617,0.0164560258197928,1219219.33226652,62334.0650878313,138148.288488419,0.133807003893965,0.00841103796725617,0.0164560258197928,1829871.66043675,194502.07950441,356331.08559949,15214.7776818708,12415.6694826364,7915.18109821456,6491.12295838244,26613.4223357316,21846.680059063, 1 520 000 ( 1 220 000 to  1 830 000),    12 400 (  6 490 to  21 800),     15 200 (  7 920 to  26 600),B,,,
ETH,15-19,assortative,0.179303786850981,0.0111173331738659,0.0211478834460128,2295079.86511079,142301.330993491,270691.893010559,0.152175197588724,0.0111173331738659,0.0211478834460128,1947835.22472618,75966.0333419565,165780.995593079,0.209364905320409,0.0111173331738659,0.0211478834460128,2679860.73858578,241512.005618648,429396.243648352,22727.7107637142,18320.3921123183,11601.069240831,9416.89859037817,44611.4283632497,36145.4170968711, 2 300 000 ( 1 950 000 to  2 680 000),    18 300 (  9 420 to  36 100),     22 700 ( 11 600 to  44 600),B,,,
ETH,15-19,random,0.170407608548119,0.00797492205850171,0.0156030087825033,2181209.20985071,102078.619552563,199717.763471621,0.144538703367085,0.00797492205850171,0.0156030087825033,1850088.46524093,54090.1377432435,123687.642328415,0.200047776340272,0.00797492205850171,0.0156030087825033,2560601.93486222,174794.875812636,316067.923647553,17197.3839225497,13864.4775774689,9090.02739107054,7386.9985757336,32919.8334792666,26686.6031769666, 2 180 000 ( 1 850 000 to  2 560 000),    13 900 (  7 390 to  26 700),     17 200 (  9 090 to  32 900),B,,,
GAB,10-14,assortative,0.0968376696747838,0.0075319389219259,0.0149817039177516,21417.7810773113,1665.8539952402,3313.53341889695,0.0800098695267302,0.0075319389219259,0.0149817039177516,17695.942862966,907.89251745325,1980.54652085727,0.116043225161301,0.0075319389219259,0.0149817039177516,25665.5121953754,2955.26529855862,5499.99326372373,189.331119218697,178.52605095409,104.934986402181,99.5135639039518,302.0088431949,283.376609678449,    21 400 (    17 700 to     25 700),       179 (    99.5 to     283),        189 (   105 to     302),B,,,
GAB,10-14,random,0.0968376696747838,0.00752984910944956,0.0149779254113199,21417.7810773113,1665.39178723518,3312.69771907245,0.0800098695267302,0.00752984910944956,0.0149779254113199,17695.942862966,910.973006238429,1978.37305141125,0.116043225161301,0.00752984910944956,0.0149779254113199,25665.5121953754,2948.30957591962,5491.66392296603,189.304845607309,178.472394410665,105.070236185016,99.5789920681836,301.661303340331,283.11207310956,    21 400 (    17 700 to     25 700),       178 (    99.6 to     283),        189 (   105 to     302),B,,,
GAB,15-19,assortative,0.142098094535678,0.00849448046666216,0.0166517210471488,26864.6394586317,1605.94099358575,3148.12442601081,0.121979925811832,0.00849448046666216,0.0166517210471488,23061.1588342076,879.929238014468,1894.24898412547,0.165382915861338,0.00849448046666216,0.0166517210471488,31266.7979239971,2845.35315516409,5204.99659369552,225.802218979586,209.733643067075,106.840333817998,99.7544839756413,427.030933972931,393.925429085685,    26 900 (    23 100 to     31 300),       210 (    99.8 to     394),        226 (   107 to     427),B,,,
GAB,15-19,random,0.138505120975776,0.00726050341139019,0.0144420774404671,26185.3626563172,1372.6489934472,2730.37583466239,0.118815863601425,0.00726050341139019,0.0144420774404671,22462.9707248946,752.017885941512,1650.4591733076,0.160668069329641,0.00726050341139019,0.0144420774404671,30375.4231832539,2422.11559342248,4523.30891491748,197.741054224814,183.674322176135,94.6679878999739,88.1879204653395,369.526499842115,340.659848467515,    26 200 (    22 500 to     30 400),       184 (    88.2 to     341),        198 (    94.7 to     370),B,,,
IDN,10-14,assortative,0.0796005461646913,0.00638178687482762,0.0120290659269923,1828212.96715125,146572.681725277,276275.67108578,0.0657035050164173,0.00638178687482762,0.0120290659269923,1509034.87031077,80305.1802810973,160126.378690837,0.0973056760040116,0.00638178687482762,0.0120290659269923,2234852.73932533,241709.479186975,423909.410657251,17972.1351738675,15748.2149759939,10210.9216911374,8941.48105907828,34618.1847368501,30348.9010959247, 1 830 000 ( 1 510 000 to  2 230 000),    15 700 (  8 940 to  30 300),     18 000 ( 10 200 to  34 600),B,,,
IDN,10-14,random,0.0796005461646913,0.00638086768620697,0.0120274043278485,1828212.96715125,146551.570405864,276237.508569977,0.0657035050164173,0.00638086768620697,0.0120274043278485,1509034.87031077,80192.0892298071,160525.396593344,0.0973056760040116,0.00638086768620697,0.0120274043278485,2234852.73932533,241146.224959082,422804.631909294,17970.0455849084,15745.6301380121,10181.251343279,8922.72799524007,34709.0929127973,30402.756769558, 1 830 000 ( 1 510 000 to  2 230 000),    15 700 (  8 920 to  30 400),     18 000 ( 10 200 to  34 700),B,,,
IDN,15-19,assortative,0.124430366420424,0.00824203788266043,0.0151691581657219,2904545.94031742,192391.763849169,354089.74541964,0.103977696328008,0.00824203788266043,0.0151691581657219,2427124.53913903,105503.723253842,206017.490313079,0.149122643944271,0.00824203788266043,0.0151691581657219,3480931.40394899,317865.306775126,544473.802334165,28832.3540234051,24792.9581895632,14934.1048346814,12858.4601054225,48240.0001895946,41432.3978067965, 2 900 000 ( 2 430 000 to  3 480 000),    24 800 ( 12 900 to  41 400),     28 800 ( 14 900 to  48 200),B,,,
